difficulty,proficiency_group,chain_position,chain_length,delta_seconds,is_intra_session,chain_final_outcome,chain_total_time
C,G3,1,3,333,true,AC,880
C,G3,2,3,547,true,AC,880
C,G5,1,2,187,true,AC,187
D,G5,1,2,166,true,AC,166
D,G5,1,2,63,true,AC,63
B,G5,1,2,208,true,AC,208
D,G5,1,2,564,true,Abandon,564
C,G5,1,4,120,true,AC,403
C,G5,2,4,126,true,AC,403
C,G5,3,4,157,true,AC,403
D,G5,1,3,1273,true,RE,1604
D,G5,2,3,331,true,RE,1604
C,G5,1,2,740,true,WA,740
D,G4,1,2,1380,true,WA,1380
C,G4,1,4,153,true,CE,505
C,G4,2,4,190,true,CE,505
C,G4,3,4,162,true,CE,505
B,G4,1,2,91,true,WA,91
D,G4,1,2,92,true,Abandon,92
D,G4,1,3,84,true,Abandon,118
D,G4,2,3,34,true,Abandon,118
C,G4,1,2,179,true,AC,179
F,G6,1,3,52,true,Abandon,318
F,G6,2,3,266,true,Abandon,318
C,G5,1,3,33,true,RE,358
C,G5,2,3,325,true,RE,358
D,G4,1,2,80,true,WA,80
D,G4,1,2,1091,true,WA,1091
C,G4,1,2,93,true,CE,93
D,G3,1,2,470,true,WA,470
C,G3,1,2,350,true,Abandon,350
D,G3,1,2,319,true,Abandon,319
D,G4,1,5,104,true,AC,360
D,G4,2,5,67,true,AC,360
D,G4,3,5,101,true,AC,360
D,G4,4,5,88,true,AC,360
C,G3,1,4,287,true,Abandon,625
C,G3,2,4,197,true,Abandon,625
C,G3,3,4,141,true,Abandon,625
C,G3,1,2,2592,true,AC,2592
D,G3,1,2,159,true,Abandon,159
E,G6,1,3,1135,true,AC,5424
E,G6,2,3,4289,true,AC,5424
D,G6,1,4,138,true,AC,912
D,G6,2,4,67,true,AC,912
D,G6,3,4,707,true,AC,912
E,G6,1,2,68,true,CE,68
E,G6,1,2,916,true,WA,916
E,G6,1,5,458,true,WA,2155
E,G6,2,5,189,true,WA,2155
E,G6,3,5,206,true,WA,2155
E,G6,4,5,1302,true,WA,2155
E,G6,1,2,504,true,RE,504
E,G6,1,5,177,true,AC,9500
E,G6,2,5,2250,true,AC,9500
E,G6,3,5,6230,true,AC,9500
E,G6,4,5,843,true,AC,9500
D,G5,1,2,574,true,RE,574
D,G4,1,2,936,true,AC,936
D,G4,1,3,254,true,Abandon,731
D,G4,2,3,477,true,Abandon,731
C,G5,1,2,169,true,AC,169
D,G5,1,2,961,true,WA,961
D,G5,1,2,487,true,WA,487
D,G5,1,3,721,true,Abandon,1167
D,G5,2,3,446,true,Abandon,1167
C,G5,1,2,225,true,AC,225
D,G6,1,4,271,true,Abandon,858
D,G6,2,4,485,true,Abandon,858
D,G6,3,4,102,true,Abandon,858
E,G6,1,2,185,true,AC,185
F,G6,1,3,968,true,AC,1153
F,G6,2,3,185,true,AC,1153
E,G6,1,2,101,true,AC,101
E,G6,1,2,360,true,WA,360
E,G6,1,4,175,true,AC,11556
E,G6,2,4,357,true,AC,11556
E,G6,3,4,11024,true,AC,11556
F,G6,1,2,2883,true,WA,2883
F,G6,1,3,737,true,WA,1315
F,G6,2,3,578,true,WA,1315
F,G6,1,2,106,true,AC,106
D,G6,1,2,1639,true,AC,1639
B,G4,1,3,152,true,WA,692
B,G4,2,3,540,true,WA,692
B,G4,1,2,124,true,WA,124
D,G4,1,2,1272,true,AC,1272
C,G4,1,2,703,true,RE,703
E,G6,1,3,511,true,AC,769
E,G6,2,3,258,true,AC,769
F,G6,1,3,724,true,AC,2088
F,G6,2,3,1364,true,AC,2088
E,G6,1,2,526,true,AC,526
F,G6,1,2,103269,false,AC,103269
E,G6,1,2,345,true,AC,345
E,G6,1,2,2280,true,AC,2280
E,G6,1,2,392,true,AC,392
D,G6,1,3,3614,true,AC,4367
D,G6,2,3,753,true,AC,4367
C,G3,1,4,441,true,WA,830
C,G3,2,4,37,true,WA,830
C,G3,3,4,352,true,WA,830
F,G6,1,3,742,true,AC,1231
F,G6,2,3,489,true,AC,1231
F,G6,1,3,124,true,WA,293
F,G6,2,3,169,true,WA,293
D,G6,1,2,527,true,AC,527
D,G6,1,8,400,true,AC,47958
D,G6,2,8,667,true,AC,47958
D,G6,3,8,356,true,AC,47958
D,G6,4,8,4236,true,AC,47958
D,G6,5,8,414,true,AC,47958
D,G6,6,8,205,true,AC,47958
D,G6,7,8,41680,false,AC,47958
B,G3,1,2,230,true,AC,230
C,G3,1,2,1600,true,Abandon,1600
D,G4,1,2,338,true,AC,338
D,G3,1,2,363,true,CE,363
D,G5,1,4,238,true,AC,4931
D,G5,2,4,302,true,AC,4931
D,G5,3,4,4391,true,AC,4931
E,G5,1,2,52837,false,WA,52837
E,G5,1,4,819,true,AC,2510
E,G5,2,4,7,true,AC,2510
E,G5,3,4,1684,true,AC,2510
D,G5,1,2,843,true,AC,843
D,G5,1,3,412,true,AC,648
D,G5,2,3,236,true,AC,648
D,G5,1,5,1093,true,AC,2440
D,G5,2,5,681,true,AC,2440
D,G5,3,5,249,true,AC,2440
D,G5,4,5,417,true,AC,2440
D,G5,1,2,1563,true,AC,1563
D,G6,1,2,121,true,AC,121
D,G6,1,3,33,true,AC,309
D,G6,2,3,276,true,AC,309
E,G6,1,5,105,true,AC,772
E,G6,2,5,102,true,AC,772
E,G6,3,5,347,true,AC,772
E,G6,4,5,218,true,AC,772
E,G6,1,2,388,true,AC,388
E,G6,1,2,472,true,RE,472
D,G6,1,4,66,true,RE,757
D,G6,2,4,288,true,RE,757
D,G6,3,4,403,true,RE,757
E,G6,1,2,214,true,AC,214
E,G6,1,4,41,true,WA,1286
E,G6,2,4,137,true,WA,1286
E,G6,3,4,1108,true,WA,1286
D,G6,1,2,154,true,AC,154
E,G6,1,2,1054,true,Abandon,1054
D,G6,1,2,696,true,RE,696
E,G6,1,3,1341,true,RE,1648
E,G6,2,3,307,true,RE,1648
F,G6,1,2,227,true,WA,227
D,G6,1,2,454,true,AC,454
E,G6,1,2,362,true,AC,362
D,G6,1,2,660,true,WA,660
C,G3,1,2,1775,true,Abandon,1775
B,G3,1,2,796,true,AC,796
E,G6,1,2,161,true,AC,161
D,G6,1,2,353,true,AC,353
E,G6,1,2,6050,true,AC,6050
E,G6,1,6,290,true,AC,12491267
E,G6,2,6,555,true,AC,12491267
E,G6,3,6,240,true,AC,12491267
E,G6,4,6,329,true,AC,12491267
E,G6,5,6,12489853,false,AC,12491267
D,G4,1,4,836,true,AC,21011
D,G4,2,4,19221,false,AC,21011
D,G4,3,4,954,true,AC,21011
D,G4,1,5,629,true,AC,6339
D,G4,2,5,4180,true,AC,6339
D,G4,3,5,677,true,AC,6339
D,G4,4,5,853,true,AC,6339
D,G4,1,2,834,true,RE,834
D,G4,1,3,414,true,RE,731
D,G4,2,3,317,true,RE,731
D,G4,1,2,134,true,WA,134
C,G4,1,2,148,true,AC,148
D,G3,1,3,2483,true,Abandon,2975
D,G3,2,3,492,true,Abandon,2975
D,G3,1,5,82178,false,WA,142781
D,G3,2,5,693,true,WA,142781
D,G3,3,5,4831,true,WA,142781
D,G3,4,5,55079,false,WA,142781
D,G3,1,2,3869,true,Abandon,3869
C,G3,1,3,183,true,WA,489
C,G3,2,3,306,true,WA,489
C,G4,1,4,214,true,WA,2441
C,G4,2,4,561,true,WA,2441
C,G4,3,4,1666,true,WA,2441
D,G4,1,2,651,true,Abandon,651
D,G4,1,2,838,true,WA,838
E,G4,1,3,217,true,Abandon,968
E,G4,2,3,751,true,Abandon,968
D,G4,1,2,975,true,AC,975
D,G4,1,2,10355408,false,AC,10355408
C,G4,1,2,177,true,WA,177
C,G4,1,2,1968147,false,AC,1968147
B,G4,1,2,280266,false,AC,280266
D,G4,1,3,245035,false,Abandon,245326
D,G4,2,3,291,true,Abandon,245326
C,G3,1,2,355,true,Abandon,355
D,G4,1,2,227,true,RE,227
C,G4,1,2,254,true,AC,254
D,G4,1,2,610,true,WA,610
D,G5,1,2,1867,true,Abandon,1867
C,G5,1,2,1849,true,AC,1849
D,G5,1,2,853,true,Abandon,853
D,G5,1,3,1091,true,WA,60397
D,G5,2,3,59306,false,WA,60397
C,G5,1,2,133,true,Abandon,133
F,G6,1,2,606,true,WA,606
C,G6,1,3,126,true,AC,459
C,G6,2,3,333,true,AC,459
C,G6,1,6,361,true,AC,1473
C,G6,2,6,122,true,AC,1473
C,G6,3,6,643,true,AC,1473
C,G6,4,6,125,true,AC,1473
C,G6,5,6,222,true,AC,1473
C,G6,1,2,70,true,AC,70
D,G6,1,2,292,true,RE,292
E,G6,1,3,1471,true,WA,1915
E,G6,2,3,444,true,WA,1915
E,G6,1,7,392,true,AC,1921
E,G6,2,7,626,true,AC,1921
E,G6,3,7,396,true,AC,1921
E,G6,4,7,318,true,AC,1921
E,G6,5,7,137,true,AC,1921
E,G6,6,7,52,true,AC,1921
E,G6,1,3,434,true,WA,712
E,G6,2,3,278,true,WA,712
D,G6,1,4,326,true,CE,1041
D,G6,2,4,464,true,CE,1041
D,G6,3,4,251,true,CE,1041
D,G6,1,2,104,true,AC,104
C,G6,1,9,327,true,AC,4360
C,G6,2,9,310,true,AC,4360
C,G6,3,9,61,true,AC,4360
C,G6,4,9,1169,true,AC,4360
C,G6,5,9,397,true,AC,4360
C,G6,6,9,1333,true,AC,4360
C,G6,7,9,644,true,AC,4360
C,G6,8,9,119,true,AC,4360
D,G6,1,5,110,true,AC,470
D,G6,2,5,90,true,AC,470
D,G6,3,5,182,true,AC,470
D,G6,4,5,88,true,AC,470
D,G6,1,3,1190,true,CE,1870
D,G6,2,3,680,true,CE,1870
C,G2,1,2,1192,true,WA,1192
D,G5,1,2,410,true,AC,410
C,G4,1,3,1136,true,Abandon,3304
C,G4,2,3,2168,true,Abandon,3304
D,G4,1,2,114,true,Abandon,114
C,G4,1,3,1023,true,AC,2475
C,G4,2,3,1452,true,AC,2475
C,G4,1,2,443,true,WA,443
D,G3,1,2,379,true,WA,379
D,G3,1,3,99,true,Abandon,199
D,G3,2,3,100,true,Abandon,199
E,G6,1,4,1501,true,RE,2120
E,G6,2,4,144,true,RE,2120
E,G6,3,4,475,true,RE,2120
D,G6,1,5,72,true,AC,557
D,G6,2,5,226,true,AC,557
D,G6,3,5,175,true,AC,557
D,G6,4,5,84,true,AC,557
E,G6,1,12,240,true,Abandon,4577
E,G6,2,12,144,true,Abandon,4577
E,G6,3,12,444,true,Abandon,4577
E,G6,4,12,232,true,Abandon,4577
E,G6,5,12,319,true,Abandon,4577
E,G6,6,12,131,true,Abandon,4577
E,G6,7,12,369,true,Abandon,4577
E,G6,8,12,1119,true,Abandon,4577
E,G6,9,12,70,true,Abandon,4577
E,G6,10,12,567,true,Abandon,4577
E,G6,11,12,942,true,Abandon,4577
D,G6,1,4,44,true,AC,2492
D,G6,2,4,2198,true,AC,2492
D,G6,3,4,250,true,AC,2492
E,G6,1,2,390,true,Abandon,390
D,G6,1,7,283,true,AC,327320
D,G6,2,7,206,true,AC,327320
D,G6,3,7,991,true,AC,327320
D,G6,4,7,240,true,AC,327320
D,G6,5,7,195,true,AC,327320
D,G6,6,7,325405,false,AC,327320
F,G6,1,10,90,true,WA,5438
F,G6,2,10,239,true,WA,5438
F,G6,3,10,420,true,WA,5438
F,G6,4,10,389,true,WA,5438
F,G6,5,10,3209,true,WA,5438
F,G6,6,10,283,true,WA,5438
F,G6,7,10,483,true,WA,5438
F,G6,8,10,303,true,WA,5438
F,G6,9,10,22,true,WA,5438
F,G6,1,2,176,true,AC,176
E,G6,1,2,267,true,AC,267
E,G6,1,2,333,true,Abandon,333
F,G6,1,2,170,true,WA,170
C,G6,1,2,96,true,WA,96
E,G6,1,2,184,true,Abandon,184
C,G6,1,2,113,true,WA,113
D,G6,1,2,162,true,RE,162
D,G6,1,7,289,true,WA,1655740
D,G6,2,7,472,true,WA,1655740
D,G6,3,7,381,true,WA,1655740
D,G6,4,7,1654368,false,WA,1655740
D,G6,5,7,124,true,WA,1655740
D,G6,6,7,106,true,WA,1655740
D,G6,1,3,67069545,false,Abandon,67069712
D,G6,2,3,167,true,Abandon,67069712
C,G3,1,2,671,true,Abandon,671
D,G5,1,4,102,true,WA,821
D,G5,2,4,498,true,WA,821
D,G5,3,4,221,true,WA,821
B,G5,1,2,330,true,AC,330
E,G5,1,6,584,true,Abandon,3294
E,G5,2,6,285,true,Abandon,3294
E,G5,3,6,1001,true,Abandon,3294
E,G5,4,6,1173,true,Abandon,3294
E,G5,5,6,251,true,Abandon,3294
D,G5,1,2,73,true,WA,73
D,G5,1,4,77,true,Abandon,2926
D,G5,2,4,2653,true,Abandon,2926
D,G5,3,4,196,true,Abandon,2926
C,G5,1,2,119,true,AC,119
D,G5,1,9,866,true,Abandon,4320
D,G5,2,9,365,true,Abandon,4320
D,G5,3,9,440,true,Abandon,4320
D,G5,4,9,943,true,Abandon,4320
D,G5,5,9,88,true,Abandon,4320
D,G5,6,9,711,true,Abandon,4320
D,G5,7,9,403,true,Abandon,4320
D,G5,8,9,504,true,Abandon,4320
D,G5,1,4,536,true,Abandon,1521
D,G5,2,4,488,true,Abandon,1521
D,G5,3,4,497,true,Abandon,1521
C,G5,1,4,592,true,AC,1522
C,G5,2,4,475,true,AC,1522
C,G5,3,4,455,true,AC,1522
D,G5,1,2,766,true,Abandon,766
D,G5,1,4,700,true,Abandon,2528
D,G5,2,4,576,true,Abandon,2528
D,G5,3,4,1252,true,Abandon,2528
C,G4,1,5,1919,true,AC,457800
C,G4,2,5,455203,false,AC,457800
C,G4,3,5,497,true,AC,457800
C,G4,4,5,181,true,AC,457800
C,G4,1,4,314,true,AC,1614
C,G4,2,4,1092,true,AC,1614
C,G4,3,4,208,true,AC,1614
F,G6,1,2,431,true,WA,431
D,G6,1,2,436,true,WA,436
E,G6,1,6,451,true,Abandon,2421608
E,G6,2,6,254,true,Abandon,2421608
E,G6,3,6,134,true,Abandon,2421608
E,G6,4,6,2420500,false,Abandon,2421608
E,G6,5,6,269,true,Abandon,2421608
D,G6,1,2,251,true,WA,251
D,G6,1,7,215,true,WA,3173
D,G6,2,7,1330,true,WA,3173
D,G6,3,7,250,true,WA,3173
D,G6,4,7,679,true,WA,3173
D,G6,5,7,233,true,WA,3173
D,G6,6,7,466,true,WA,3173
D,G6,1,2,223,true,AC,223
E,G6,1,4,202,true,Abandon,477794
E,G6,2,4,476785,false,Abandon,477794
E,G6,3,4,807,true,Abandon,477794
D,G6,1,11,2467324,false,AC,2500988
D,G6,2,11,214,true,AC,2500988
D,G6,3,11,1262,true,AC,2500988
D,G6,4,11,30822,false,AC,2500988
D,G6,5,11,130,true,AC,2500988
D,G6,6,11,100,true,AC,2500988
D,G6,7,11,182,true,AC,2500988
D,G6,8,11,156,true,AC,2500988
D,G6,9,11,619,true,AC,2500988
D,G6,10,11,179,true,AC,2500988
D,G6,1,2,952,true,AC,952
C,G6,1,2,2761,true,AC,2761
C,G6,1,2,302,true,AC,302
C,G6,1,2,149,true,AC,149
C,G6,1,6,244,true,WA,3833
C,G6,2,6,546,true,WA,3833
C,G6,3,6,678,true,WA,3833
C,G6,4,6,1876,true,WA,3833
C,G6,5,6,489,true,WA,3833
D,G6,1,3,474,true,Abandon,1891
D,G6,2,3,1417,true,Abandon,1891
D,G6,1,2,2080,true,WA,2080
C,G6,1,2,265,true,AC,265
C,G6,1,3,178,true,AC,1755
C,G6,2,3,1577,true,AC,1755
D,G6,1,2,13,true,WA,13
D,G6,1,2,329,true,AC,329
E,G5,1,4,306,true,AC,1137
E,G5,2,4,328,true,AC,1137
E,G5,3,4,503,true,AC,1137
E,G4,1,2,303,true,Abandon,303
D,G6,1,2,725,true,RE,725
E,G6,1,3,271,true,WA,714
E,G6,2,3,443,true,WA,714
E,G5,1,2,1030,true,Abandon,1030
D,G5,1,2,1100,true,RE,1100
D,G5,1,2,2104,true,Abandon,2104
D,G5,1,2,755,true,WA,755
C,G3,1,6,298,true,Abandon,3970
C,G3,2,6,1254,true,Abandon,3970
C,G3,3,6,310,true,Abandon,3970
C,G3,4,6,1737,true,Abandon,3970
C,G3,5,6,371,true,Abandon,3970
D,G4,1,3,338,true,WA,607547
D,G4,2,3,607209,false,WA,607547
C,G4,1,3,431,true,WA,859
C,G4,2,3,428,true,WA,859
E,G6,1,2,14,true,AC,14
B,G4,1,3,193,true,AC,353
B,G4,2,3,160,true,AC,353
D,G4,1,2,89,true,Abandon,89
D,G4,1,3,593,true,WA,1169
D,G4,2,3,576,true,WA,1169
D,G4,1,2,769,true,Abandon,769
C,G5,1,6,414,true,AC,5464
C,G5,2,6,2513,true,AC,5464
C,G5,3,6,1838,true,AC,5464
C,G5,4,6,137,true,AC,5464
C,G5,5,6,562,true,AC,5464
C,G4,1,2,247,true,Abandon,247
C,G3,1,2,796,true,Abandon,796
B,G3,1,2,178,true,AC,178
C,G3,1,2,997,true,Abandon,997
F,G6,1,3,98,true,Abandon,307
F,G6,2,3,209,true,Abandon,307
F,G6,1,2,39,true,WA,39
C,G3,1,3,649,true,WA,1032
C,G3,2,3,383,true,WA,1032
C,G3,1,3,1987,true,WA,4348
C,G3,2,3,2361,true,WA,4348
E,G5,1,3,82177,false,Abandon,83064
E,G5,2,3,887,true,Abandon,83064
C,G2,1,2,193,true,Abandon,193
D,G6,1,5,323,true,WA,1015
D,G6,2,5,52,true,WA,1015
D,G6,3,5,62,true,WA,1015
D,G6,4,5,578,true,WA,1015
C,G6,1,4,709,true,AC,1949
C,G6,2,4,537,true,AC,1949
C,G6,3,4,703,true,AC,1949
C,G6,1,2,440,true,AC,440
C,G5,1,2,116,true,AC,116
D,G5,1,3,201,true,WA,288
D,G5,2,3,87,true,WA,288
C,G5,1,2,468,true,WA,468
C,G5,1,9,651,true,AC,81735
C,G5,2,9,470,true,AC,81735
C,G5,3,9,78649,false,AC,81735
C,G5,4,9,1267,true,AC,81735
C,G5,5,9,187,true,AC,81735
C,G5,6,9,78,true,AC,81735
C,G5,7,9,351,true,AC,81735
C,G5,8,9,82,true,AC,81735
C,G5,1,2,881,true,AC,881
C,G5,1,2,329,true,AC,329
E,G5,1,2,358,true,AC,358
E,G4,1,3,447,true,Abandon,3336
E,G4,2,3,2889,true,Abandon,3336
E,G6,1,4,150,true,WA,575
E,G6,2,4,79,true,WA,575
E,G6,3,4,346,true,WA,575
E,G3,1,3,857,true,Abandon,11729
E,G3,2,3,10872,true,Abandon,11729
D,G5,1,2,908,true,RE,908
E,G5,1,6,613,true,WA,4327
E,G5,2,6,800,true,WA,4327
E,G5,3,6,296,true,WA,4327
E,G5,4,6,1793,true,WA,4327
E,G5,5,6,825,true,WA,4327
D,G5,1,2,212,true,AC,212
E,G5,1,5,260,true,WA,1238
E,G5,2,5,446,true,WA,1238
E,G5,3,5,463,true,WA,1238
E,G5,4,5,69,true,WA,1238
D,G1,1,3,851,true,Abandon,1692
D,G1,2,3,841,true,Abandon,1692
D,G6,1,3,72,true,RE,149
D,G6,2,3,77,true,RE,149
F,G6,1,2,16464219,false,WA,16464219
F,G6,1,3,656,true,WA,2042
F,G6,2,3,1386,true,WA,2042
E,G6,1,6,192,true,RE,8794
E,G6,2,6,6410,true,RE,8794
E,G6,3,6,705,true,RE,8794
E,G6,4,6,1429,true,RE,8794
E,G6,5,6,58,true,RE,8794
C,G6,1,3,313,true,AC,364
C,G6,2,3,51,true,AC,364
C,G6,1,3,1222,true,AC,15254
C,G6,2,3,14032,true,AC,15254
D,G5,1,8,83,true,AC,3073
D,G5,2,8,66,true,AC,3073
D,G5,3,8,393,true,AC,3073
D,G5,4,8,486,true,AC,3073
D,G5,5,8,394,true,AC,3073
D,G5,6,8,29,true,AC,3073
D,G5,7,8,1622,true,AC,3073
E,G5,1,7,1154,true,AC,2672
E,G5,2,7,225,true,AC,2672
E,G5,3,7,547,true,AC,2672
E,G5,4,7,273,true,AC,2672
E,G5,5,7,249,true,AC,2672
E,G5,6,7,224,true,AC,2672
D,G5,1,8,509,true,AC,2587
D,G5,2,8,224,true,AC,2587
D,G5,3,8,86,true,AC,2587
D,G5,4,8,286,true,AC,2587
D,G5,5,8,106,true,AC,2587
D,G5,6,8,1092,true,AC,2587
D,G5,7,8,284,true,AC,2587
D,G5,1,2,82,true,WA,82
D,G5,1,2,123,true,AC,123
D,G5,1,2,64,true,AC,64
D,G5,1,3,21,true,AC,40609
D,G5,2,3,40588,false,AC,40609
D,G5,1,4,35,true,Abandon,2111
D,G5,2,4,304,true,Abandon,2111
D,G5,3,4,1772,true,Abandon,2111
D,G5,1,3,566,true,WA,961
D,G5,2,3,395,true,WA,961
D,G5,1,3,182,true,RE,359
D,G5,2,3,177,true,RE,359
E,G5,1,3,603,true,WA,844
E,G5,2,3,241,true,WA,844
D,G5,1,4,670,true,RE,1831
D,G5,2,4,1067,true,RE,1831
D,G5,3,4,94,true,RE,1831
D,G5,1,3,25,true,AC,2726
D,G5,2,3,2701,true,AC,2726
C,G5,1,2,298,true,AC,298
B,G5,1,2,503,true,AC,503
D,G6,1,2,298,true,AC,298
C,G5,1,3,175,true,WA,347
C,G5,2,3,172,true,WA,347
D,G4,1,3,1214,true,Abandon,4707
D,G4,2,3,3493,true,Abandon,4707
C,G4,1,2,488,true,Abandon,488
D,G5,1,2,105,true,AC,105
C,G5,1,2,372,true,AC,372
D,G5,1,4,1454,true,Abandon,2414
D,G5,2,4,79,true,Abandon,2414
D,G5,3,4,881,true,Abandon,2414
D,G5,1,2,286,true,AC,286
C,G5,1,2,200,true,WA,200
D,G3,1,3,647,true,WA,1096
D,G3,2,3,449,true,WA,1096
F,G6,1,2,88,true,WA,88
D,G6,1,3,126,true,AC,244
D,G6,2,3,118,true,AC,244
C,G6,1,2,708,true,RE,708
C,G6,1,2,186,true,AC,186
D,G6,1,2,1249,true,WA,1249
E,G5,1,2,864,true,AC,864
C,G4,1,2,33,true,WA,33
D,G4,1,2,276,true,AC,276
D,G4,1,2,150,true,Abandon,150
D,G4,1,4,260,true,Abandon,985
D,G4,2,4,459,true,Abandon,985
D,G4,3,4,266,true,Abandon,985
C,G3,1,2,92434,false,RE,92434
D,G5,1,3,570,true,Abandon,1143
D,G5,2,3,573,true,Abandon,1143
C,G5,1,2,503,true,Abandon,503
D,G6,1,2,328,true,AC,328
D,G6,1,2,89,true,AC,89
B,G3,1,3,867,true,WA,2033
B,G3,2,3,1166,true,WA,2033
C,G3,1,3,310,true,Abandon,1556
C,G3,2,3,1246,true,Abandon,1556
D,G4,1,3,406,true,AC,1084
D,G4,2,3,678,true,AC,1084
D,G4,1,2,3637,true,Abandon,3637
D,G6,1,4,193,true,Abandon,2301
D,G6,2,4,570,true,Abandon,2301
D,G6,3,4,1538,true,Abandon,2301
D,G6,1,2,2571,true,AC,2571
D,G6,1,3,67,true,AC,581
D,G6,2,3,514,true,AC,581
E,G6,1,7,67,true,WA,562
E,G6,2,7,81,true,WA,562
E,G6,3,7,22,true,WA,562
E,G6,4,7,134,true,WA,562
E,G6,5,7,123,true,WA,562
E,G6,6,7,135,true,WA,562
E,G6,1,2,210,true,WA,210
E,G6,1,5,83,true,WA,910
E,G6,2,5,257,true,WA,910
E,G6,3,5,235,true,WA,910
E,G6,4,5,335,true,WA,910
E,G6,1,2,107,true,AC,107
C,G6,1,2,291,true,AC,291
D,G6,1,5,30,true,WA,2189
D,G6,2,5,1453,true,WA,2189
D,G6,3,5,336,true,WA,2189
D,G6,4,5,370,true,WA,2189
D,G6,1,3,161,true,AC,1963
D,G6,2,3,1802,true,AC,1963
D,G6,1,2,263,true,AC,263
C,G6,1,2,164,true,AC,164
D,G6,1,2,262,true,AC,262
B,G3,1,4,385,true,WA,1143
B,G3,2,4,269,true,WA,1143
B,G3,3,4,489,true,WA,1143
B,G3,1,3,152,true,Abandon,1407
B,G3,2,3,1255,true,Abandon,1407
C,G4,1,2,185,true,WA,185
D,G4,1,3,268,true,Abandon,401
D,G4,2,3,133,true,Abandon,401
C,G4,1,7,147,true,AC,2298
C,G4,2,7,437,true,AC,2298
C,G4,3,7,333,true,AC,2298
C,G4,4,7,560,true,AC,2298
C,G4,5,7,235,true,AC,2298
C,G4,6,7,586,true,AC,2298
C,G4,1,2,125,true,WA,125
C,G4,1,2,198,true,AC,198
C,G4,1,3,1098,true,AC,1330
C,G4,2,3,232,true,AC,1330
C,G4,1,2,2810,true,Abandon,2810
D,G4,1,2,179,true,Abandon,179
D,G4,1,3,17466,false,AC,17592
D,G4,2,3,126,true,AC,17592
C,G4,1,2,1182,true,AC,1182
D,G4,1,2,745,true,Abandon,745
E,G6,1,3,256,true,AC,352
E,G6,2,3,96,true,AC,352
F,G6,1,2,142,true,WA,142
E,G6,1,3,627,true,AC,2918
E,G6,2,3,2291,true,AC,2918
E,G6,1,2,510,true,WA,510
F,G6,1,5,24,true,WA,733
F,G6,2,5,339,true,WA,733
F,G6,3,5,20,true,WA,733
F,G6,4,5,350,true,WA,733
E,G6,1,3,284,true,WA,341
E,G6,2,3,57,true,WA,341
E,G6,1,10,127,true,WA,501
E,G6,2,10,95,true,WA,501
E,G6,3,10,45,true,WA,501
E,G6,4,10,19,true,WA,501
E,G6,5,10,41,true,WA,501
E,G6,6,10,19,true,WA,501
E,G6,7,10,65,true,WA,501
E,G6,8,10,36,true,WA,501
E,G6,9,10,54,true,WA,501
E,G6,1,3,30,true,AC,112
E,G6,2,3,82,true,AC,112
E,G6,1,10,96,true,Abandon,1144
E,G6,2,10,16,true,Abandon,1144
E,G6,3,10,45,true,Abandon,1144
E,G6,4,10,766,true,Abandon,1144
E,G6,5,10,18,true,Abandon,1144
E,G6,6,10,128,true,Abandon,1144
E,G6,7,10,11,true,Abandon,1144
E,G6,8,10,57,true,Abandon,1144
E,G6,9,10,7,true,Abandon,1144
D,G6,1,3,4040,true,WA,4233
D,G6,2,3,193,true,WA,4233
F,G6,1,7,56,true,AC,173599
F,G6,2,7,122,true,AC,173599
F,G6,3,7,75,true,AC,173599
F,G6,4,7,173121,false,AC,173599
F,G6,5,7,215,true,AC,173599
F,G6,6,7,10,true,AC,173599
F,G6,1,3,36,true,AC,3213
F,G6,2,3,3177,true,AC,3213
C,G6,1,2,42,true,Abandon,42
E,G6,1,3,1861,true,AC,1947
E,G6,2,3,86,true,AC,1947
E,G6,1,2,36,true,AC,36
B,G6,1,2,185,true,AC,185
D,G6,1,5,980,true,AC,6277
D,G6,2,5,1623,true,AC,6277
D,G6,3,5,371,true,AC,6277
D,G6,4,5,3303,true,AC,6277
D,G6,1,2,42,true,Abandon,42
F,G6,1,2,196,true,AC,196
E,G6,1,2,11774985,false,Abandon,11774985
F,G6,1,3,29,true,RE,202
F,G6,2,3,173,true,RE,202
E,G6,1,8,147,true,AC,678
E,G6,2,8,91,true,AC,678
E,G6,3,8,74,true,AC,678
E,G6,4,8,52,true,AC,678
E,G6,5,8,121,true,AC,678
E,G6,6,8,98,true,AC,678
E,G6,7,8,95,true,AC,678
F,G6,1,2,259,true,AC,259
D,G6,1,2,92,true,WA,92
F,G6,1,2,26,true,AC,26
E,G6,1,2,21,true,RE,21
E,G6,1,2,149,true,AC,149
C,G6,1,2,213,true,AC,213
E,G6,1,2,53,true,AC,53
D,G6,1,2,3495,true,RE,3495
C,G6,1,3,7504,true,WA,24070975
C,G6,2,3,24063471,false,WA,24070975
E,G6,1,3,301,true,AC,590
E,G6,2,3,289,true,AC,590
E,G6,1,2,9871461,false,AC,9871461
E,G6,1,2,2695739,false,AC,2695739
D,G6,1,2,27,true,AC,27
F,G6,1,2,196,true,AC,196
D,G6,1,4,256,true,AC,397
D,G6,2,4,18,true,AC,397
D,G6,3,4,123,true,AC,397
D,G6,1,4,139,true,Abandon,11785112
D,G6,2,4,8473845,false,Abandon,11785112
D,G6,3,4,3311128,false,Abandon,11785112
F,G6,1,3,44,true,WA,161
