difficulty,proficiency_group,first_error,sequence,sequence_length,resolved,n_pairs,proportion_pct
E,G3,WA,WA→TLE→RE→RE,4,false,1,0.12
E,G3,WA,WA→RE→RE→TLE,4,false,1,0.12
E,G3,WA,WA→WA→WA→WA→WA→WA→RE,7,false,1,0.12
E,G3,WA,WA→WA→WA→WA→CE→TLE→WA→WA→WA→WA,10,false,1,0.12
E,G3,WA,WA→WA→WA→WA→TLE→WA→WA,7,false,1,0.12
E,G3,WA,WA→WA→WA→WA→CE→WA,6,false,1,0.12
E,G3,WA,WA→RE→RE→WA→TLE→WA,6,false,1,0.12
E,G3,WA,WA→TLE→TLE→TLE→WA→TLE→TLE,7,false,1,0.12
E,G3,WA,WA→TLE→WA→WA→WA→TLE→WA→TLE,8,false,1,0.12
E,G3,WA,WA→TLE→TLE→TLE→TLE,5,false,1,0.12
E,G3,WA,WA→WA→TLE→TLE→WA→TLE,6,false,1,0.12
E,G3,WA,WA→RE→WA→WA,4,false,1,0.12
E,G3,WA,WA→WA→WA→TLE→TLE→TLE→TLE→TLE→WA→TLE,10,false,1,0.12
E,G3,WA,WA→RE→TLE→TLE→TLE→TLE→RE,7,false,1,0.12
E,G3,WA,WA→CE→CE→CE→RE→WA,6,false,1,0.12
E,G3,WA,WA→TLE→TLE→RE→WA,5,false,1,0.12
E,G3,WA,WA→CE→CE,3,false,1,0.12
E,G3,WA,WA→WA→CE→WA,4,false,1,0.12
E,G3,WA,WA→WA→WA→WA→TLE,5,false,1,0.12
E,G3,WA,WA→RE→TLE,3,false,1,0.12
E,G3,WA,WA→CE→CE→TLE,4,false,1,0.12
E,G3,WA,WA→WA→CE→WA→WA,5,false,1,0.12
E,G3,WA,WA→WA→TLE→TLE→RE,5,false,1,0.12
E,G3,WA,WA→WA→WA→TLE→CE→CE→RE→CE,8,false,1,0.12
E,G3,WA,WA→TLE→TLE→TLE→TLE→TLE→TLE,7,false,1,0.12
E,G3,WA,WA→RE→WA,3,false,1,0.12
E,G3,WA,WA→TLE→TLE→RE,4,false,1,0.12
E,G3,WA,WA→CE→RE→CE→TLE,5,false,1,0.12
E,G3,WA,WA→RE→RE→RE→RE→WA,6,false,1,0.12
E,G4,CE,CE,1,false,59,24.18
E,G4,CE,CE→WA,2,false,36,14.75
E,G4,CE,CE→CE,2,false,13,5.33
E,G4,CE,CE→WA→WA,3,false,13,5.33
E,G4,CE,CE→TLE,2,false,9,3.69
E,G4,CE,CE→CE→WA,3,false,8,3.28
E,G4,CE,CE→RE,2,false,8,3.28
E,G4,CE,CE→CE→RE,3,false,6,2.46
E,G4,CE,CE→WA→WA→WA→WA,5,false,5,2.05
E,G4,CE,CE→CE→CE,3,false,5,2.05
E,G4,CE,CE→WA→WA→WA,4,false,4,1.64
E,G4,CE,CE→RE→RE,3,false,4,1.64
E,G4,CE,CE→CE→CE→WA→WA,5,false,4,1.64
E,G4,CE,CE→TLE→TLE,3,false,4,1.64
E,G4,CE,CE→RE→RE→RE,4,false,4,1.64
E,G4,CE,CE→CE→CE→WA,4,false,3,1.23
E,G4,CE,CE→WA→RE,3,false,2,0.82
E,G4,CE,CE→WA→CE→WA→WA→WA→WA,7,false,2,0.82
E,G4,CE,CE→RE→WA→WA,4,false,2,0.82
E,G4,CE,CE→WA→WA→WA→WA→WA,6,false,2,0.82
E,G4,CE,CE→CE→RE→WA,4,false,2,0.82
E,G4,CE,CE→WA→WA→CE,4,false,2,0.82
E,G4,CE,CE→WA→TLE,3,false,2,0.82
E,G4,CE,CE→WA→WA→WA→WA→WA→WA,7,false,2,0.82
E,G4,CE,CE→TLE→TLE→TLE→TLE→TLE,6,false,1,0.41
E,G4,CE,CE→CE→CE→RE,4,false,1,0.41
E,G4,CE,CE→TLE→TLE→TLE,4,false,1,0.41
E,G4,CE,CE→TLE→WA,3,false,1,0.41
E,G4,CE,CE→TLE→WA→WA,4,false,1,0.41
E,G4,CE,CE→CE→WA→WA,4,false,1,0.41
E,G4,CE,CE→CE→CE→CE→CE→WA→WA→WA→WA,9,false,1,0.41
E,G4,CE,CE→CE→CE→CE→WA,5,false,1,0.41
E,G4,CE,CE→WA→WA→CE→WA→WA→WA,7,false,1,0.41
E,G4,CE,CE→RE→RE→RE→TLE,5,false,1,0.41
E,G4,CE,CE→CE→CE→WA→WA→WA→WA→WA→WA,9,false,1,0.41
E,G4,CE,CE→WA→TLE→TLE→TLE→TLE,6,false,1,0.41
E,G4,CE,CE→WA→WA→WA→CE,5,false,1,0.41
E,G4,CE,CE→RE→RE→RE→RE→RE,6,false,1,0.41
E,G4,CE,CE→RE→TLE→RE→WA→WA→WA,7,false,1,0.41
E,G4,CE,CE→CE→WA→WA→WA,5,false,1,0.41
E,G4,CE,CE→WA→WA→TLE,4,false,1,0.41
E,G4,CE,CE→RE→WA→WA→WA→WA→WA,7,false,1,0.41
E,G4,CE,CE→WA→WA→CE→WA→WA,6,false,1,0.41
E,G4,CE,CE→WA→WA→TLE→CE→TLE,6,false,1,0.41
E,G4,CE,CE→CE→TLE→TLE,4,false,1,0.41
E,G4,CE,CE→CE→TLE,3,false,1,0.41
E,G4,CE,CE→RE→RE→RE→RE,5,false,1,0.41
E,G4,CE,CE→CE→CE→CE→TLE→TLE→WA→CE→TLE,9,false,1,0.41
E,G4,CE,CE→TLE→TLE→TLE→TLE→TLE→WA→WA→WA→WA→WA→WA→WA→TLE→WA,15,false,1,0.41
E,G4,CE,CE→TLE→TLE→WA→WA,5,false,1,0.41
E,G4,CE,CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,12,false,1,0.41
E,G4,CE,CE→WA→WA→WA→CE→CE→WA,7,false,1,0.41
E,G4,CE,CE→RE→RE→RE→RE→RE→RE,7,false,1,0.41
E,G4,CE,CE→CE→CE→TLE,4,false,1,0.41
E,G4,CE,CE→WA→WA→WA→WA→WA→WA→WA,8,false,1,0.41
E,G4,CE,CE→CE→CE→WA→WA→WA→WA,7,false,1,0.41
E,G4,CE,CE→WA→CE→WA,4,false,1,0.41
E,G4,CE,CE→RE→RE→RE→CE→WA→WA→WA,8,false,1,0.41
E,G4,CE,CE→CE→TLE→CE→CE→TLE,6,false,1,0.41
E,G4,CE,CE→CE→CE→WA→WA→WA→WA→WA,8,false,1,0.41
E,G4,CE,CE→WA→WA→WA→WA→CE→WA,7,false,1,0.41
E,G4,CE,CE→CE→TLE→WA→TLE→TLE→CE→CE→CE,9,false,1,0.41
E,G4,CE,CE→CE→WA→TLE,4,false,1,0.41
E,G4,CE,CE→CE→TLE→RE→RE→CE→TLE→RE→RE→RE→RE→RE,12,false,1,0.41
E,G4,CE,CE→RE→TLE→TLE→WA,5,false,1,0.41
E,G4,CE,CE→CE→CE→CE,4,false,1,0.41
E,G4,CE,CE→WA→TLE→TLE,4,false,1,0.41
E,G4,Other,Other→WA→WA→WA,4,false,1,33.33
E,G4,Other,Other,1,false,1,33.33
E,G4,Other,Other→WA,2,false,1,33.33
E,G4,RE,RE,1,false,409,40.26
E,G4,RE,RE→RE,2,false,145,14.27
E,G4,RE,RE→RE→RE,3,false,61,6.0
E,G4,RE,RE→WA,2,false,55,5.41
E,G4,RE,RE→TLE,2,false,49,4.82
E,G4,RE,RE→WA→WA,3,false,26,2.56
E,G4,RE,RE→RE→RE→RE→RE,5,false,18,1.77
E,G4,RE,RE→RE→RE→RE,4,false,18,1.77
E,G4,RE,RE→WA→WA→WA,4,false,14,1.38
E,G4,RE,RE→RE→TLE,3,false,13,1.28
E,G4,RE,RE→RE→WA,3,false,11,1.08
E,G4,RE,RE→RE→WA→WA,4,false,8,0.79
E,G4,RE,RE→WA→WA→WA→WA,5,false,7,0.69
E,G4,RE,RE→RE→RE→WA,4,false,7,0.69
E,G4,RE,RE→TLE→TLE→TLE,4,false,6,0.59
E,G4,RE,RE→RE→RE→WA→WA,5,false,6,0.59
E,G4,RE,RE→TLE→TLE,3,false,6,0.59
E,G4,RE,RE→RE→RE→RE→RE→RE,6,false,5,0.49
E,G4,RE,RE→RE→RE→RE→WA,5,false,4,0.39
E,G4,RE,RE→RE→TLE→TLE,4,false,4,0.39
E,G4,RE,RE→TLE→WA,3,false,4,0.39
E,G4,RE,RE→RE→RE→RE→RE→WA,6,false,3,0.3
E,G4,RE,RE→RE→RE→RE→RE→RE→RE,7,false,3,0.3
E,G4,RE,RE→RE→WA→TLE,4,false,3,0.3
E,G4,RE,RE→TLE→RE→TLE,4,false,2,0.2
E,G4,RE,RE→RE→CE→RE,4,false,2,0.2
E,G4,RE,RE→WA→TLE→TLE,4,false,2,0.2
E,G4,RE,RE→RE→TLE→TLE→TLE,5,false,2,0.2
E,G4,RE,RE→WA→RE→RE,4,false,2,0.2
E,G4,RE,RE→RE→RE→RE→RE→TLE,6,false,2,0.2
E,G4,RE,RE→RE→RE→RE→RE→TLE→TLE,7,false,2,0.2
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE,8,false,2,0.2
E,G4,RE,RE→RE→WA→WA→WA→WA,6,false,2,0.2
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE,9,false,2,0.2
E,G4,RE,RE→WA→WA→RE,4,false,2,0.2
E,G4,RE,RE→RE→RE→TLE→TLE→TLE,6,false,2,0.2
E,G4,RE,RE→CE→RE,3,false,2,0.2
E,G4,RE,RE→WA→WA→WA→WA→WA,6,false,2,0.2
E,G4,RE,RE→TLE→TLE→TLE→WA,5,false,2,0.2
E,G4,RE,RE→RE→WA→TLE→TLE→TLE→RE,7,false,1,0.1
E,G4,RE,RE→RE→WA→WA→WA→RE→WA,7,false,1,0.1
E,G4,RE,RE→RE→WA→WA→WA→WA→WA,7,false,1,0.1
E,G4,RE,RE→RE→RE→TLE→TLE→RE→RE→RE→WA,9,false,1,0.1
E,G4,RE,RE→WA→TLE,3,false,1,0.1
E,G4,RE,RE→RE→RE→CE→RE,5,false,1,0.1
E,G4,RE,RE→RE→RE→RE→WA→WA→WA→TLE→TLE,9,false,1,0.1
E,G4,RE,RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,11,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→WA→RE→WA→WA,9,false,1,0.1
E,G4,RE,RE→TLE→RE→TLE→RE→RE→TLE,7,false,1,0.1
E,G4,RE,RE→CE→CE→CE→RE→WA,6,false,1,0.1
E,G4,RE,RE→RE→WA→RE→WA→WA,6,false,1,0.1
E,G4,RE,RE→RE→RE→WA→RE→RE→WA→RE→RE→RE→RE→RE→TLE→TLE,14,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→TLE,8,false,1,0.1
E,G4,RE,RE→WA→TLE→RE,4,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE→CE→RE,10,false,1,0.1
E,G4,RE,RE→WA→WA→CE→CE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,17,false,1,0.1
E,G4,RE,RE→RE→TLE→TLE→TLE→RE→TLE→TLE→TLE,9,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→WA→WA→WA,12,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→TLE→RE→RE→RE→WA→WA,12,false,1,0.1
E,G4,RE,RE→RE→TLE→RE→RE→RE→RE→RE→RE→RE→RE→TLE→TLE→TLE→TLE→WA→WA→TLE→TLE→TLE→TLE→WA→WA→WA→TLE,25,false,1,0.1
E,G4,RE,RE→RE→WA→RE→WA→RE→RE→RE→RE→RE→WA→WA→WA→WA→WA→WA,16,false,1,0.1
E,G4,RE,RE→WA→RE→TLE→TLE,5,false,1,0.1
E,G4,RE,RE→WA→WA→WA→WA→RE→WA→WA,8,false,1,0.1
E,G4,RE,RE→RE→TLE→TLE→TLE→TLE→RE→RE→TLE,9,false,1,0.1
E,G4,RE,RE→WA→RE→WA→WA→RE→WA→RE,8,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,14,false,1,0.1
E,G4,RE,RE→TLE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,13,false,1,0.1
E,G4,RE,RE→RE→RE→RE→WA→RE→RE→RE→WA→CE→WA→WA,12,false,1,0.1
E,G4,RE,RE→CE→CE→RE,4,false,1,0.1
E,G4,RE,RE→TLE→WA→RE→TLE,5,false,1,0.1
E,G4,RE,RE→RE→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,13,false,1,0.1
E,G4,RE,RE→TLE→RE→RE→RE→WA,6,false,1,0.1
E,G4,RE,RE→CE→WA→WA→RE→RE,6,false,1,0.1
E,G4,RE,RE→TLE→TLE→CE→TLE→TLE→RE→RE→RE→TLE→CE→TLE→WA→TLE→WA→TLE→CE→TLE→TLE→TLE→TLE→TLE→RE→TLE→RE→TLE→WA→WA→TLE→RE→RE,31,false,1,0.1
E,G4,RE,RE→RE→CE→CE→CE→WA→WA,7,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→WA,7,false,1,0.1
E,G4,RE,RE→CE→RE→RE→WA→WA,6,false,1,0.1
E,G4,RE,RE→WA→CE→WA→WA,5,false,1,0.1
E,G4,RE,RE→RE→WA→WA→RE,5,false,1,0.1
E,G4,RE,RE→RE→WA→RE→WA,5,false,1,0.1
E,G4,RE,RE→WA→WA→WA→WA→WA→WA,7,false,1,0.1
E,G4,RE,RE→TLE→RE→RE→RE→RE,6,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→TLE→TLE→WA→RE→RE→TLE→TLE→TLE→TLE→RE→RE,17,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→WA→RE→TLE→TLE,11,false,1,0.1
E,G4,RE,RE→RE→RE→WA→WA→TLE,6,false,1,0.1
E,G4,RE,RE→RE→WA→TLE→TLE,5,false,1,0.1
E,G4,RE,RE→RE→RE→WA→RE→RE→WA,7,false,1,0.1
E,G4,RE,RE→RE→RE→WA→RE→TLE,6,false,1,0.1
E,G4,RE,RE→WA→WA→WA→RE,5,false,1,0.1
E,G4,RE,RE→TLE→TLE→TLE→WA→TLE,6,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→WA→RE→TLE→WA→RE→RE→RE→RE→WA,15,false,1,0.1
E,G4,RE,RE→WA→WA→WA→WA→WA→WA→CE→WA,9,false,1,0.1
E,G4,RE,RE→WA→RE→TLE→TLE→TLE,6,false,1,0.1
E,G4,RE,RE→RE→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA→WA,14,false,1,0.1
E,G4,RE,RE→RE→TLE→TLE→WA,5,false,1,0.1
E,G4,RE,RE→RE→RE→RE→CE→RE,6,false,1,0.1
E,G4,RE,RE→RE→RE→WA→RE→RE,6,false,1,0.1
E,G4,RE,RE→RE→RE→WA→WA→CE→WA→WA,8,false,1,0.1
E,G4,RE,RE→RE→RE→RE→CE→WA→WA→WA,8,false,1,0.1
E,G4,RE,RE→RE→WA→WA→WA,5,false,1,0.1
E,G4,RE,RE→TLE→WA→WA→WA→WA,6,false,1,0.1
E,G4,RE,RE→WA→RE→WA→TLE,5,false,1,0.1
E,G4,RE,RE→RE→RE→RE→WA→TLE→RE→RE,8,false,1,0.1
E,G4,RE,RE→CE→RE→RE→RE,5,false,1,0.1
E,G4,RE,RE→RE→RE→TLE,4,false,1,0.1
E,G4,RE,RE→WA→RE→WA,4,false,1,0.1
E,G4,RE,RE→WA→CE→WA,4,false,1,0.1
E,G4,RE,RE→CE→RE→TLE→TLE→TLE,6,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→WA→WA→RE,8,false,1,0.1
E,G4,RE,RE→RE→CE,3,false,1,0.1
E,G4,RE,RE→RE→CE→TLE→RE,5,false,1,0.1
E,G4,RE,RE→RE→RE→CE,4,false,1,0.1
E,G4,RE,RE→RE→RE→RE→WA→CE→RE,7,false,1,0.1
E,G4,RE,RE→RE→RE→TLE→TLE→WA→WA→WA→WA→WA,10,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→WA→WA→RE→RE,10,false,1,0.1
E,G4,RE,RE→WA→TLE→CE→TLE→WA→WA→TLE→TLE→TLE→TLE,11,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE,13,false,1,0.1
E,G4,RE,RE→CE→RE→CE→CE→CE→RE→RE,8,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→RE→CE→RE,9,false,1,0.1
E,G4,RE,RE→TLE→TLE→TLE→TLE→TLE→TLE,7,false,1,0.1
E,G4,RE,RE→CE→WA,3,false,1,0.1
E,G4,RE,RE→RE→RE→TLE→WA,5,false,1,0.1
E,G4,RE,RE→RE→CE→RE→RE→WA→WA,7,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→WA→WA→WA→WA→WA→WA→WA,13,false,1,0.1
E,G4,RE,RE→CE→TLE→WA,4,false,1,0.1
E,G4,RE,RE→WA→RE,3,false,1,0.1
E,G4,RE,RE→RE→RE→RE→CE→CE,6,false,1,0.1
E,G4,RE,RE→TLE→TLE→RE→TLE,5,false,1,0.1
E,G4,RE,RE→TLE→TLE→TLE→TLE,5,false,1,0.1
E,G4,RE,RE→WA→WA→RE→WA,5,false,1,0.1
E,G4,RE,RE→RE→TLE→TLE→WA→TLE,6,false,1,0.1
E,G4,RE,RE→RE→WA→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→RE→WA→WA→WA→WA→WA,21,false,1,0.1
E,G4,RE,RE→TLE→RE→RE→CE→RE→RE→RE→RE→WA→TLE,11,false,1,0.1
E,G4,RE,RE→RE→TLE→WA→WA,5,false,1,0.1
E,G4,RE,RE→RE→TLE→TLE→TLE→TLE,6,false,1,0.1
E,G4,RE,RE→WA→RE→TLE→TLE→RE→TLE,7,false,1,0.1
E,G4,RE,RE→RE→RE→RE→RE→RE→WA→WA,8,false,1,0.1
E,G4,RE,RE→RE→RE→TLE→TLE,5,false,1,0.1
E,G4,RE,RE→RE→RE→WA→WA→WA→TLE→WA→WA,9,false,1,0.1
E,G4,RE,RE→RE→CE→WA→WA→TLE→TLE,7,false,1,0.1
E,G4,TLE,TLE,1,false,1026,52.56
E,G4,TLE,TLE→TLE,2,false,336,17.21
E,G4,TLE,TLE→TLE→TLE,3,false,121,6.2
E,G4,TLE,TLE→WA,2,false,75,3.84
E,G4,TLE,TLE→TLE→TLE→TLE,4,false,33,1.69
E,G4,TLE,TLE→WA→WA,3,false,25,1.28
E,G4,TLE,TLE→TLE→WA,3,false,23,1.18
E,G4,TLE,TLE→RE,2,false,22,1.13
E,G4,TLE,TLE→WA→WA→WA,4,false,17,0.87
E,G4,TLE,TLE→WA→TLE,3,false,14,0.72
E,G4,TLE,TLE→TLE→RE,3,false,14,0.72
E,G4,TLE,TLE→TLE→TLE→TLE→TLE,5,false,11,0.56
E,G4,TLE,TLE→WA→TLE→TLE,4,false,9,0.46
E,G4,TLE,TLE→RE→TLE,3,false,9,0.46
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE,6,false,9,0.46
E,G4,TLE,TLE→RE→RE,3,false,8,0.41
E,G4,TLE,TLE→TLE→WA→TLE,4,false,8,0.41
E,G4,TLE,TLE→WA→WA→WA→WA,5,false,7,0.36
E,G4,TLE,TLE→TLE→WA→WA→WA,5,false,6,0.31
E,G4,TLE,TLE→TLE→RE→TLE,4,false,6,0.31
E,G4,TLE,TLE→TLE→TLE→WA,4,false,4,0.2
E,G4,TLE,TLE→WA→TLE→TLE→TLE,5,false,4,0.2
E,G4,TLE,TLE→TLE→RE→RE,4,false,4,0.2
E,G4,TLE,TLE→TLE→TLE→TLE→WA,5,false,4,0.2
E,G4,TLE,TLE→CE→TLE,3,false,3,0.15
E,G4,TLE,TLE→TLE→TLE→TLE→WA→WA,6,false,3,0.15
E,G4,TLE,TLE→RE→RE→WA,4,false,3,0.15
E,G4,TLE,TLE→TLE→WA→WA→WA→WA,6,false,3,0.15
E,G4,TLE,TLE→WA→RE→RE,4,false,3,0.15
E,G4,TLE,TLE→RE→TLE→TLE→TLE,5,false,3,0.15
E,G4,TLE,TLE→RE→WA,3,false,3,0.15
E,G4,TLE,TLE→WA→WA→TLE,4,false,3,0.15
E,G4,TLE,TLE→TLE→TLE→RE,4,false,3,0.15
E,G4,TLE,TLE→WA→TLE→WA,4,false,3,0.15
E,G4,TLE,TLE→TLE→TLE→WA→TLE,5,false,3,0.15
E,G4,TLE,TLE→TLE→WA→WA,4,false,3,0.15
E,G4,TLE,TLE→WA→WA→TLE→TLE,5,false,3,0.15
E,G4,TLE,TLE→RE→RE→RE,4,false,2,0.1
E,G4,TLE,TLE→WA→WA→WA→WA→WA→WA,7,false,2,0.1
E,G4,TLE,TLE→WA→RE,3,false,2,0.1
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE,7,false,2,0.1
E,G4,TLE,TLE→RE→RE→RE→TLE,5,false,2,0.1
E,G4,TLE,TLE→WA→WA→WA→WA→WA,6,false,2,0.1
E,G4,TLE,TLE→WA→TLE→WA→WA,5,false,2,0.1
E,G4,TLE,TLE→RE→RE→TLE,4,false,2,0.1
E,G4,TLE,TLE→TLE→RE→RE→RE→RE→RE→RE,8,false,2,0.1
E,G4,TLE,TLE→TLE→WA→TLE→TLE→TLE,6,false,2,0.1
E,G4,TLE,TLE→CE→RE,3,false,2,0.1
E,G4,TLE,TLE→TLE→WA→TLE→TLE,5,false,2,0.1
E,G4,TLE,TLE→TLE→TLE→RE→TLE,5,false,1,0.05
E,G4,TLE,TLE→WA→RE→RE→TLE,5,false,1,0.05
E,G4,TLE,TLE→CE→TLE→WA→WA→WA→WA→WA,8,false,1,0.05
E,G4,TLE,TLE→RE→TLE→RE→RE→RE,6,false,1,0.05
E,G4,TLE,TLE→TLE→RE→RE→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→RE→WA,4,false,1,0.05
E,G4,TLE,TLE→RE→TLE→TLE→TLE→TLE,6,false,1,0.05
E,G4,TLE,TLE→WA→RE→WA,4,false,1,0.05
E,G4,TLE,TLE→WA→RE→TLE,4,false,1,0.05
E,G4,TLE,TLE→TLE→RE→TLE→WA→WA→TLE→TLE→WA→RE→RE→TLE→WA→TLE,14,false,1,0.05
E,G4,TLE,TLE→WA→WA→WA→TLE→WA,6,false,1,0.05
E,G4,TLE,TLE→WA→WA→WA→TLE→WA→TLE,7,false,1,0.05
E,G4,TLE,TLE→RE→TLE→TLE,4,false,1,0.05
E,G4,TLE,TLE→RE→RE→RE→RE,5,false,1,0.05
E,G4,TLE,TLE→TLE→RE→TLE→TLE→TLE,6,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→WA→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→WA→TLE→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→RE→TLE→RE→TLE→TLE,6,false,1,0.05
E,G4,TLE,TLE→CE→CE→WA→WA,5,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→RE→TLE,9,false,1,0.05
E,G4,TLE,TLE→WA→WA→TLE→WA,5,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→RE→TLE,6,false,1,0.05
E,G4,TLE,TLE→WA→RE→WA→WA,5,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→RE→RE→TLE,6,false,1,0.05
E,G4,TLE,TLE→TLE→RE→TLE→TLE,5,false,1,0.05
E,G4,TLE,TLE→TLE→CE→CE→TLE,5,false,1,0.05
E,G4,TLE,TLE→TLE→RE→RE→TLE→TLE→RE→TLE,8,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA→TLE→WA→TLE,10,false,1,0.05
E,G4,TLE,TLE→WA→TLE→WA→WA→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→CE→WA→WA→WA→WA→WA,8,false,1,0.05
E,G4,TLE,TLE→RE→RE→RE→TLE→TLE,6,false,1,0.05
E,G4,TLE,TLE→TLE→CE→WA,4,false,1,0.05
E,G4,TLE,TLE→WA→CE→TLE→TLE→WA→TLE,7,false,1,0.05
E,G4,TLE,TLE→RE→WA→TLE→RE→RE,6,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→CE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE,27,false,1,0.05
E,G4,TLE,TLE→WA→WA→WA→WA→WA→WA→WA,8,false,1,0.05
E,G4,TLE,TLE→CE→WA,3,false,1,0.05
E,G4,TLE,TLE→WA→CE→TLE,4,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→WA→WA,8,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→WA→WA→WA,6,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→WA,10,false,1,0.05
E,G4,TLE,TLE→TLE→WA→TLE→TLE→TLE→TLE→TLE→TLE→TLE→WA→TLE→WA→WA→WA→WA→WA→TLE,18,false,1,0.05
E,G4,TLE,TLE→TLE→RE→TLE→WA→TLE→RE→RE→RE→RE,10,false,1,0.05
E,G4,TLE,TLE→TLE→RE→WA→TLE,5,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→WA→RE→RE,7,false,1,0.05
E,G4,TLE,TLE→WA→TLE→TLE→TLE→TLE→TLE→TLE→WA→TLE→TLE,11,false,1,0.05
E,G4,TLE,TLE→CE→WA→WA,4,false,1,0.05
E,G4,TLE,TLE→RE→TLE→TLE→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→RE→RE→RE→RE→RE→RE,9,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→RE→WA→TLE→TLE→TLE,8,false,1,0.05
E,G4,TLE,TLE→RE→TLE→TLE→TLE→WA→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE→TLE,16,false,1,0.05
E,G4,TLE,TLE→RE→RE→WA→WA→WA→TLE→WA→TLE,9,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→TLE→WA→WA→WA,9,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→CE→TLE,7,false,1,0.05
E,G4,TLE,TLE→WA→TLE→WA→WA→WA,6,false,1,0.05
E,G4,TLE,TLE→TLE→CE→TLE,4,false,1,0.05
E,G4,TLE,TLE→TLE→WA→WA→TLE→WA,6,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→TLE→WA→WA→WA→WA,9,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→WA→TLE,6,false,1,0.05
E,G4,TLE,TLE→CE→CE→RE,4,false,1,0.05
E,G4,TLE,TLE→TLE→WA→WA→WA→WA→WA→TLE→WA→TLE→TLE,11,false,1,0.05
E,G4,TLE,TLE→RE→TLE→TLE→RE→TLE→TLE→CE,8,false,1,0.05
E,G4,TLE,TLE→TLE→CE→TLE→TLE,5,false,1,0.05
E,G4,TLE,TLE→CE→CE→TLE→TLE,5,false,1,0.05
E,G4,TLE,TLE→WA→WA→WA→TLE,5,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→TLE→WA→WA→WA→WA,8,false,1,0.05
E,G4,TLE,TLE→WA→TLE→TLE→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→WA→WA→WA→TLE→TLE→TLE→TLE→TLE,11,false,1,0.05
E,G4,TLE,TLE→TLE→TLE→RE→TLE→TLE→TLE,7,false,1,0.05
E,G4,TLE,TLE→TLE→WA→WA→WA→WA→TLE→TLE,8,false,1,0.05
